종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"310870","디와이씨","KOSDAQ","벤처기업부","2540","-75","-2.87","2610","2640","2500","177912","454762945","51072468340","20107271"
"210540","디와이파워","KOSPI",,"13950","-650","-4.45","14600","15150","13800","2010382","29311368800","154031826600","11041708"
"104460","디와이피엔에프","KOSDAQ","우량기업부","41200","-3300","-7.42","45300","47000","40350","253821","10976216750","441401350000","10713625"
"079810","디이엔티","KOSDAQ","중견기업부","6380","-130","-2.00","6570","6570","6150","121347","764660970","88468671940","13866563"
"113810","디젠스","KOSDAQ","벤처기업부","831","-1","-0.12","838","838","819","226124","186790379","27113910381","32628051"
"043360","디지아이","KOSDAQ","벤처기업부","3530","10","0.28","3570","3645","3465","298313","1063792730","31770000000","9000000"
"197140","디지캡","KOSDAQ","벤처기업부","4745","90","1.93","4655","4835","4655","70887","335868830","43191471635","9102523"
"106520","디지탈옵틱","KOSDAQ","관리종목(소속부없음)","2955","-55","-1.83","3015","3130","2950","49764","148857760","65898766485","22300767"
"068930","디지털대성","KOSDAQ","우량기업부","8400","-100","-1.18","8540","8540","8350","32939","276273320","249872607600","29746739"
"033130","디지틀조선","KOSDAQ","중견기업부","3005","45","1.52","2960","3100","2940","461587","1389121815","111531377335","37115267"
"105740","디케이락","KOSDAQ","우량기업부","9950","-400","-3.86","10400","10400","9950","92687","931773830","84076624400","8449912"
"263020","디케이앤디","KOSDAQ","벤처기업부","4595","155","3.49","4440","4655","4400","325101","1489344330","71343826380","15526404"
"290550","디케이티","KOSDAQ","우량기업부","14050","-1100","-7.26","15000","15100","13850","372001","5383118400","231300457300","16462666"
"007340","디티알오토모티브","KOSPI",,"82700","-300","-0.36","82300","84800","81900","27988","2320740700","826504213500","9994005"
"187220","디티앤씨","KOSDAQ","벤처기업부","6580","-50","-0.75","6630","6630","6460","11468","74876090","74244054780","11283291"
"163430","디피코","KONEX","일반기업부","7930","130","1.67","7850","7990","7550","12603","99771600","52285178270","6593339"
"131180","딜리","KOSDAQ","벤처기업부","2175","-75","-3.33","2260","2275","2145","426673","935336995","63836250000","29350000"
"315640","딥노이드","KOSDAQ","기술성장기업부","17650","-100","-0.56","17750","18550","17600","157921","2850582150","163752216900","9277746"
"317120","라닉스","KOSDAQ","기술성장기업부","9130","-450","-4.70","9450","9500","9010","131182","1211525300","88182105000","9658500"
"042510","라온시큐어","KOSDAQ","벤처기업부","3800","20","0.53","3760","3950","3760","354550","1359046830","146933634800","38666746"
"232680","라온테크","KOSDAQ","기술성장기업부","36300","-850","-2.29","37000","37000","35900","27319","990908400","179166091500","4935705"
"300120","라온피플","KOSDAQ","벤처기업부","15250","-600","-3.79","15700","15950","15200","77976","1208079200","160950879000","10554156"
"171120","라이온켐텍","KOSDAQ","중견기업부","8270","-120","-1.43","8230","8390","8230","13254","109450220","156249873520","18893576"
"069540","라이트론","KOSDAQ","중견기업부","4680","-205","-4.20","4800","4800","4680","167557","793851250","121969954080","26061956"
"285770","라이프사이언스테크놀로지","KONEX","일반기업부","1600","0","0.00","1600","1600","1600","1","1600","5672608000","3545380"
"347700","라이프시맨틱스","KOSDAQ","기술성장기업부","9530","80","0.85","9570","9740","9250","102973","980409500","96441408100","10119770"
"214260","라파스","KOSDAQ","기술성장기업부","35750","1550","4.53","33500","37300","33500","161811","5836216050","307393372000","8598416"
"115390","락앤락","KOSPI",,"11000","-50","-0.45","11000","11050","10850","37428","409750550","567054554000","51550414"
"200350","래몽래인","KOSDAQ","기술성장기업부","18300","-950","-4.94","19250","19250","18200","61542","1150263500","114347897700","6248519"
"171010","램테크놀러지","KOSDAQ","벤처기업부","7950","-170","-2.09","8120","8180","7900","143554","1148932590","106711530300","13422834"
"084650","랩지노믹스","KOSDAQ","우량기업부","24950","0","0.00","25000","25400","24600","358000","8927072150","285679920150","11450097"
"217500","러셀","KOSDAQ","벤처기업부","4190","-40","-0.95","4220","4325","4160","184205","777177925","133292280000","31812000"
"092590","럭스피아","KONEX","일반기업부","3990","90","2.31","4000","4000","3990","2","7990","29091481020","7291098"
"141080","레고켐바이오","KOSDAQ","기술성장기업부","49800","-900","-1.78","50000","50900","49050","168618","8407511300","1206898916400","24234918"
"060300","레드로버","KOSDAQ","관리종목(소속부없음)","1830","0","0.00","0","0","0","0","0","48840480210","26688787"
"038390","레드캡투어","KOSDAQ","우량기업부","19900","-450","-2.21","20350","20350","19850","5653","112996200","170930652000","8589480"
"294140","레몬","KOSDAQ","기술성장기업부","5120","-10","-0.19","5130","5240","5080","59351","307242400","189440000000","37000000"
"228670","레이","KOSDAQ","우량기업부","26000","-400","-1.52","25850","26650","25600","70626","1838088750","345969884000","13306534"
"228850","레이언스","KOSDAQ","우량기업부","11800","-250","-2.07","11900","12000","11700","22438","264684400","195773965200","16591014"
"281740","레이크머티리얼즈","KOSDAQ","벤처기업부","4955","-125","-2.46","5050","5050","4930","549634","2729519390","325694865340","65730548"
"277810","레인보우로보틱스","KOSDAQ","기술성장기업부","23100","-800","-3.35","23300","24100","22800","136652","3175186600","372723443400","16135214"
"179720","렌딩머신","KONEX","일반기업부","6900","100","1.47","6700","6900","6700","10","68400","7242122700","1049583"
"215100","로보로보","KOSDAQ","벤처기업부","7020","170","2.48","6650","7060","6540","2867326","19510221370","142846147080","20348454"
"090360","로보스타","KOSDAQ","중견기업부","24000","-850","-3.42","24300","25100","23550","269223","6522265200","234000000000","9750000"
"238500","로보쓰리","KONEX","일반기업부","590","30","5.36","618","618","520","45742","25165331","9485985780","16077942"
"108490","로보티즈","KOSDAQ","기술성장기업부","24600","-50","-0.20","24150","26250","22850","2159979","53795620000","290950522200","11827257"
"900260","로스웰","KOSDAQ","외국기업(소속부없음)","576","-38","-6.19","588","604","566","25416623","14789754497","103770111168","180156443"
"067730","로지시스","KOSDAQ","중견기업부","7860","-40","-0.51","7780","8320","7670","501792","4020681820","76037026920","9673922"
"071280","로체시스템즈","KOSDAQ","벤처기업부","5710","-160","-2.73","5840","5840","5660","94858","543060760","87343603130","15296603"
"032350","롯데관광개발","KOSPI",,"16750","0","0.00","16500","16900","16450","245634","4081313750","1160367338500","69275662"
"089860","롯데렌탈","KOSPI",,"35650","300","0.85","35200","35750","35100","56895","2021875900","1306004345950","36634063"
"330590","롯데리츠","KOSPI",,"5340","60","1.14","5280","5340","5270","218082","1153701550","1297453840560","242968884"
"000400","롯데손해보험","KOSPI",,"1585","5","0.32","1580","1590","1575","103333","163231895","491883067200","310336320"
"023530","롯데쇼핑","KOSPI",,"82400","-100","-0.12","81600","82700","81500","59635","4884985900","2330993412000","28288755"
"004000","롯데정밀화학","KOSPI",,"71500","-300","-0.42","70900","72200","70500","77416","5522268800","1844700000000","25800000"
"286940","롯데정보통신","KOSPI",,"41450","1000","2.47","40950","41750","40600","240792","9956092650","638177919950","15396331"
"280360","롯데제과","KOSPI",,"121500","-1500","-1.22","123000","123000","120000","1154","139745000","779631115500","6416717"
"004990","롯데지주","KOSPI",,"27850","-450","-1.59","28100","28150","27700","124337","3467290200","2921722250450","104909237"
"00499K","롯데지주우","KOSPI",,"48000","3600","8.11","45500","48000","44800","1733","82360300","47405904000","987623"
"005300","롯데칠성","KOSPI",,"137000","-1500","-1.08","136500","139000","135500","17443","2387388500","1271207108000","9278884"
"005305","롯데칠성우","KOSPI",,"68700","200","0.29","68500","68900","68400","1232","84407200","53263797000","775310"
"011170","롯데케미칼","KOSPI",,"211500","-4000","-1.86","212000","213500","208500","71774","15164568000","7249251118500","34275419"
"002270","롯데푸드","KOSPI",,"329000","-7500","-2.23","336500","338000","329000","348","115481000","397779095000","1209055"
"071840","롯데하이마트","KOSPI",,"22550","0","0.00","22500","22650","22250","44639","1000063200","532353905600","23607712"
"038060","루멘스","KOSDAQ","관리종목(소속부없음)","1175","-5","-0.42","1200","1200","1140","125220","144769415","56521106075","48103069"
"162120","루켄테크놀러지스","KONEX","일반기업부","3880","45","1.17","3840","3880","3770","4857","18376395","42640951680","10989936"
"253610","루트락","KONEX","일반기업부","1845","100","5.73","1940","1940","1750","930","1666445","14340341835","7772543"
"085370","루트로닉","KOSDAQ","투자주의환기종목(소속부없음)","18700","-550","-2.86","18850","19400","18600","248585","4685477600","490481271500","26228945"
"08537M","루트로닉3우C","KOSDAQ","투자주의환기종목(소속부없음)","27000","0","0.00","27000","27000","27000","1","27000","8169363000","302569"
"060240","룽투코리아","KOSDAQ","벤처기업부","7750","-20","-0.26","7670","7920","7650","274571","2131998800","197076951000","25429284"
"058470","리노공업","KOSDAQ","우량기업부","185600","-6200","-3.23","187100","191300","183100","45677","8469562900","2828983872000","15242370"
"039980","리노스","KOSDAQ","중견기업부","1155","0","0.00","1155","1165","1135","110781","127534730","50330610330","43576286"
"019570","리더스 기술투자","KOSDAQ","중견기업부","497","-3","-0.60","513","513","494","857530","427147458","64631719894","130043702"
"016100","리더스코스메틱","KOSDAQ","중견기업부","3110","80","2.64","3070","3140","3030","38759","119054655","59403780340","19100894"
"012700","리드코프","KOSDAQ","우량기업부","7840","60","0.77","7760","8130","7650","275708","2180875960","207337698400","26446135"
"302550","리메드","KOSDAQ","기술성장기업부","22250","-1000","-4.30","23150","23350","21700","92010","2045043400","136339456000","6127616"
"377450","리파인","KOSDAQ","중견기업부","13100","-350","-2.60","13450","13500","13000","62027","813934250","227023000000","17330000"
"029480","릭스솔루션","KOSDAQ","중견기업부","1240","-45","-3.50","1330","1345","1230","984986","1252406290","141304466600","113955215"
"277070","린드먼아시아","KOSDAQ","중견기업부","5420","-50","-0.91","5480","5510","5330","19711","106520840","74020940000","13657000"
"042500","링네트","KOSDAQ","우량기업부","6410","20","0.31","6300","6540","6280","433854","2790219350","98437587980","15356878"
"219420","링크제니시스","KOSDAQ","기술성장기업부","8240","-210","-2.49","8330","8490","8200","113054","939107400","94508737680","11469507"
"027740","마니커","KOSPI",,"1200","35","3.00","1165","1205","1165","305981","363805220","76213473600","63511228"
"195500","마니커에프앤지","KOSDAQ","중견기업부","4685","-15","-0.32","4615","4695","4615","14877","69033530","74622680000","15928000"
"222810","마이더스AI","KOSDAQ","관리종목(소속부없음)","343","8","2.39","335","373","335","4612968","1640158030","53308216906","155417542"
"305090","마이크로디지탈","KOSDAQ","기술성장기업부","17300","-50","-0.29","17600","18000","17300","23850","420754200","125625680000","7261600"
"098120","마이크로컨텍솔","KOSDAQ","벤처기업부","12850","-1050","-7.55","13800","13950","12350","440597","5667400050","106819043100","8312766"
"147760","마이크로프랜드","KOSDAQ","벤처기업부","7850","-220","-2.73","8070","8080","7650","108709","846107140","84935948100","10819866"
"377480","마인즈랩","KOSDAQ","기술성장기업부","29900","-550","-1.81","29900","31050","29800","136687","4143128850","180733031700","6044583"
"038290","마크로젠","KOSDAQ","우량기업부","27050","-50","-0.18","26950","27300","26750","21873","589944150","293259870000","10841400"
"204320","만도","KOSPI",,"55300","-1500","-2.64","56100","56200","54800","466279","25826564300","2596728736000","46957120"
"001080","만호제강","KOSPI",,"21800","-550","-2.46","22350","22350","21700","778","17018350","90470000000","4150000"
"220630","맘스터치","KOSDAQ","우량기업부","6130","0","0.00","6140","6140","6130","2162209","13258682770","624141465030","101817531"
"267980","매일유업","KOSDAQ","우량기업부","67600","-400","-0.59","67300","67700","67100","7162","481968800","530229928800","7843638"
"005990","매일홀딩스","KOSDAQ","우량기업부","9290","10","0.11","9280","9300","9190","6415","59379660","127443044160","13718304"
"127160","매직마이크로","KOSDAQ","관리종목(소속부없음)","282","0","0.00","0","0","0","0","0","24427827282","86623501"
"093520","매커스","KOSDAQ","중견기업부","7880","-250","-3.08","8130","8170","7870","96054","765284960","127365164960","16163092"
"377030","맥스트","KOSDAQ","기술성장기업부","61800","3300","5.64","57900","63100","57100","444411","27265399800","528605743800","8553491"
"088980","맥쿼리인프라","KOSPI",,"13850","0","0.00","13850","13850","13800","700877","9699702200","5607110825950","404845547"
"094800","맵스리얼티1","KOSPI",,"4600","10","0.22","4590","4650","4585","29218","134524505","427037922600","92834331"
"100590","머큐리","KOSDAQ","우량기업부","7840","-210","-2.61","8030","8040","7840","24821","196017420","116045555360","14801729"
"067280","멀티캠퍼스","KOSDAQ","우량기업부","46450","-800","-1.69","47000","48250","45900","10309","483563250","275298884550","5926779"
"072870","메가스터디","KOSDAQ","중견기업부","12400","-200","-1.59","12600","12600","12300","12656","157199200","147819891600","11920959"
"215200","메가스터디교육","KOSDAQ","우량기업부","78500","-2700","-3.33","80500","81200","77600","54961","4322299500","931157580000","11861880"
"133750","메가엠디","KOSDAQ","중견기업부","4090","10","0.25","4060","4105","4010","91185","369909815","95734944930","23407077"
"235980","메드팩토","KOSDAQ","기술성장기업부","37900","1050","2.85","37100","40100","37050","567329","21793281250","777569361800","20516342"
"200580","메디쎄이","KONEX","일반기업부","10250","-150","-1.44","9930","10250","9930","2","20180","38192309750","3726079"
"041920","메디아나","KOSDAQ","우량기업부","6280","180","2.95","6150","6440","6110","907067","5718417770","100480000000","16000000"
"233250","메디안디노스틱","KONEX","일반기업부","35950","0","0.00","0","0","0","0","0","62787897300","1746534"
"014100","메디앙스","KOSDAQ","투자주의환기종목(소속부없음)","6200","0","0.00","0","0","0","0","0","73160000000","11800000"
"236340","메디젠휴먼케어","KONEX","일반기업부","8140","-10","-0.12","8140","8140","8120","198","1611430","20791098460","2554189"
"054180","메디콕스","KOSDAQ","중견기업부","877","-8","-0.90","887","898","876","702145","620124108","82971131808","94607904"
"086900","메디톡스","KOSDAQ","우량기업부","124400","0","0.00","122000","126000","120900","29785","3671319200","778045369600","6254384"
"078160","메디포스트","KOSDAQ","벤처기업부","20050","800","4.16","18950","21150","18950","225983","4591873450","326097089700","16264194"
"065650","메디프론","KOSDAQ","중견기업부","2415","-15","-0.62","2430","2450","2390","73752","177552930","105332540985","43615959"
"138040","메리츠금융지주","KOSPI",,"50900","-300","-0.59","51200","52900","50400","372574","19122756000","6821174864600","134011294"
"008560","메리츠증권","KOSPI",,"6440","20","0.31","6360","6520","6360","1490079","9636558720","4390344928760","681730579"
"000060","메리츠화재","KOSPI",,"52800","1700","3.33","50500","53500","50100","724312","38106696300","6369000000000","120625000"
"021880","메이슨캐피탈","KOSDAQ","중견기업부","514","-1","-0.19","521","521","508","108846","55705648","77708785712","151184408"
"140410","메지온","KOSDAQ","중견기업부","181500","-10500","-5.47","189100","189500","180000","120271","22122670200","1615532589000","8901006"
"241770","메카로","KOSDAQ","투자주의환기종목(소속부없음)","13000","0","0.00","13000","13050","12750","5865","75720600","132504320000","10192640"
"090370","메타랩스","KOSPI",,"1145","65","6.02","1080","1245","1070","18400929","21511623505","84659757685","73938653"
"059210","메타바이오메드","KOSDAQ","벤처기업부","2940","-65","-2.16","3005","3040","2895","334895","993547355","70155311940","23862351"
"058110","멕아이씨에스","KOSDAQ","기술성장기업부","9500","510","5.67","9070","9950","9010","893307","8533637690","152480035000","16050530"
"096640","멜파스","KOSDAQ","중견기업부","1245","25","2.05","1220","1525","1170","15468294","21464293240","47243062575","37946235"
"017180","명문제약","KOSPI",,"4320","-85","-1.93","4380","4380","4310","57852","250616380","146678921280","33953454"
"257370","명성티엔에스","KOSDAQ","투자주의환기종목(소속부없음)","9210","0","0.00","0","0","0","0","0","59319850890","6440809"
"009900","명신산업","KOSPI",,"27200","-850","-3.03","27700","27850","27050","309059","8466204300","1427187617600","52470133"
"267060","명진홀딩스","KONEX","일반기업부","318","4","1.27","328","328","274","3172","869569","2907093672","9141804"
"012690","모나리자","KOSPI",,"3710","25","0.68","3670","3790","3670","113071","421882625","135679356050","36571255"
"005360","모나미","KOSPI",,"4360","10","0.23","4350","4425","4350","58690","256409300","82392258520","18897307"
"080420","모다이노칩","KOSDAQ","우량기업부","4700","-490","-9.44","5110","5190","4665","4312097","21080831310","374691623400","79721622"
"080160","모두투어","KOSDAQ","중견기업부","21150","50","0.24","20800","21200","20700","71447","1493604250","399735000000","18900000"
"204210","모두투어리츠","KOSPI",,"4970","10","0.20","5030","5100","4935","37091","186646360","38899270550","7826815"
"100030","모바일리더","KOSDAQ","중견기업부","19450","-250","-1.27","19750","19850","19150","1643","31961900","63868237300","3283714"
"087260","모바일어플라이언스","KOSDAQ","벤처기업부","3995","-50","-1.24","3990","4045","3930","309527","1231978690","129687471770","32462446"
"101330","모베이스","KOSDAQ","중견기업부","4180","40","0.97","4140","4225","4060","288353","1196368220","100145225840","23958188"
"012860","모베이스전자","KOSDAQ","중견기업부","2305","-5","-0.22","2285","2360","2230","2300967","5268776300","151676184685","65803117"
"348030","모비릭스","KOSDAQ","중견기업부","19450","-650","-3.23","19600","20150","19300","59702","1174752100","186793910000","9603800"
"250060","모비스","KOSDAQ","기술성장기업부","2190","-90","-3.95","2255","2275","2180","362139","800160755","70455177660","32171314"
"033200","모아텍","KOSDAQ","중견기업부","8680","-440","-4.82","9000","9000","8560","159613","1399071150","124394685800","14331185"
"009680","모토닉","KOSPI",,"9590","-30","-0.31","9760","9760","9540","13610","130755180","316470000000","33000000"
"118990","모트렉스","KOSDAQ","중견기업부","6200","-140","-2.21","6240","6320","6150","538602","3349578940","252890386400","40788772"
"006920","모헨즈","KOSDAQ","중견기업부","4810","20","0.42","4835","4945","4780","40561","196401130","52525200000","10920000"
"009580","무림P&P","KOSPI",,"4095","-35","-0.85","4055","4170","4055","46517","190327035","255398286780","62368324"
"001810","무림SP","KOSDAQ","우량기업부","3170","-25","-0.78","3190","3220","3125","86117","271452930","70175875000","22137500"
"009200","무림페이퍼","KOSPI",,"2410","-5","-0.21","2425","2440","2405","38131","92232295","100278437100","41609310"
"322970","무진메디","KONEX","일반기업부","4650","-50","-1.06","4510","4700","4510","1003","4529415","31603157700","6796378"
"033920","무학","KOSPI",,"8200","-160","-1.91","8450","8450","8190","18043","149113780","233700000000","28500000"
"008420","문배철강","KOSPI",,"3790","-25","-0.66","3825","3850","3730","79598","302751425","77708283950","20503505"
"279600","미디어젠","KOSDAQ","기술성장기업부","12600","400","3.28","12250","12950","11950","45153","562205100","59028240600","4684781"
"095500","미래나노텍","KOSDAQ","우량기업부","8960","-250","-2.71","9500","10500","8860","18576046","179886749380","277849591040","31009999"
"025560","미래산업","KOSPI",,"12850","-250","-1.91","13150","13150","12850","18119","234938200","57208289950","4452007"
"218150","미래생명자원","KOSDAQ","벤처기업부","3640","-30","-0.82","3670","3720","3600","60299","220335365","67963997920","18671428"
"007120","미래아이앤지","KOSPI",,"458","0","0.00","458","462","451","469102","214642739","59303739784","129484148"
"396690","미래에셋글로벌리츠","KOSPI",,"5380","50","0.94","5350","5380","5330","79282","423945640","156342800000","29060000"
"353490","미래에셋대우스팩 5호","KOSDAQ","SPAC(소속부없음)","2120","10","0.47","2120","2120","2100","1490","3142155","10727200000","5060000"
"328380","미래에셋대우스팩3호","KOSDAQ","SPAC(소속부없음)","2050","0","0.00","0","0","0","0","0","13288100000","6482000"
"357250","미래에셋맵스리츠","KOSPI",,"4800","-5","-0.10","4815","4815","4790","22971","110371345","96480000000","20100000"
"100790","미래에셋벤처투자","KOSDAQ","중견기업부","8260","290","3.64","7950","8340","7830","574052","4656484520","381577497980","46195823"
"085620","미래에셋생명","KOSPI",,"4015","-45","-1.11","4085","4090","4010","24269","97868360","710719998835","177016189"
"006800","미래에셋증권","KOSPI",,"8560","10","0.12","8460","8570","8450","746562","6357791700","5438308452480","635316408"
"00680K","미래에셋증권2우B","KOSPI",,"4565","0","0.00","4565","4590","4535","91716","417494940","639100000000","140000000"
"006805","미래에셋증권우","KOSPI",,"5320","20","0.38","5300","5370","5290","5679","30294120","74882990000","14075750"
"208890","미래엔에듀파트너","KONEX","일반기업부","1800","0","0.00","0","0","0","0","0","5671476000","3150820"
"049950","미래컴퍼니","KOSDAQ","우량기업부","28550","-850","-2.89","29200","29200","28050","53857","1535227750","238743836300","8362306"
"207760","미스터블루","KOSDAQ","중견기업부","8230","-140","-1.67","8300","8470","8180","85202","708049930","203788256050","24761635"
"225850","미애부","KONEX","일반기업부","283","0","0.00","0","0","0","0","0","1414575217","4998499"
"002840","미원상사","KOSPI",,"193500","-2500","-1.28","196000","196000","193500","1624","315980500","961695000000","4970000"
"268280","미원에스씨","KOSPI",,"205500","-3500","-1.67","209000","209000","203500","3946","812871000","1048050000000","5100000"
"107590","미원홀딩스","KOSPI",,"141500","-2000","-1.39","143500","143500","139500","2411","338900000","328280000000","2320000"
"134380","미원화학","KOSPI",,"77800","-600","-0.77","79500","79500","77000","787","60787000","171103050400","2199268"
"003650","미창석유","KOSPI",,"73600","400","0.55","73300","74200","72900","1210","88872900","128039859200","1739672"
"059090","미코","KOSDAQ","우량기업부","12950","-350","-2.63","13100","13300","12950","197889","2587187650","432747275100","33416778"
"214610","미코바이오메드","KOSDAQ","기술성장기업부","7820","60","0.77","7680","7920","7680","59271","464551500","143080717940","18296767"
"201490","미투온","KOSDAQ","중견기업부","6400","-140","-2.14","6470","6550","6330","326848","2102455100","200049728000","31257770"
"950190","미투젠","KOSDAQ","외국기업(소속부없음)","20100","-250","-1.23","20200","20500","19950","31051","624920400","272955829200","13579892"
"214180","민앤지","KOSDAQ","우량기업부","18350","-550","-2.91","18700","18800","17950","54733","1001250400","243269344750","13257185"
"155900","바다로19호","KOSPI",,"3010","5","0.17","3035","3035","2995","82471","247505245","45752012040","15200004"
"206640","바디텍메드","KOSDAQ","우량기업부","14800","-100","-0.67","14850","15150","14450","87715","1304964200","347601088000","23486560"
"018700","바른손","KOSDAQ","중견기업부","5220","-30","-0.57","5210","5370","5100","675440","3540922930","163783978020","31376241"
"035620","바른손이앤에이","KOSDAQ","중견기업부","1465","0","0.00","1455","1490","1435","582025","851454450","109054123875","74439675"
"064520","바른전자","KOSDAQ","관리종목(소속부없음)","944","0","0.00","0","0","0","0","0","79000034288","83686477"
"053030","바이넥스","KOSDAQ","우량기업부","13750","100","0.73","13400","13900","13400","165739","2270169350","436714410000","31761048"
"301300","바이브컴퍼니","KOSDAQ","기술성장기업부","57800","4300","8.04","52600","58500","52600","390341","22206012000","320263442000","5540890"
"064550","바이오니아","KOSDAQ","기술성장기업부","41850","-1500","-3.46","43100","43750","41750","476426","20245312300","1080160678350","25810291"
"314930","바이오다인","KOSDAQ","기술성장기업부","32500","-600","-1.81","33300","33850","32150","12894","421108900","200466337500","6168195"
"208710","바이오로그디바이스","KOSDAQ","벤처기업부","2355","-40","-1.67","2385","2415","2340","676354","1604430790","97570975260","41431412"
"142760","바이오리더스","KOSDAQ","기술성장기업부","10400","-1150","-9.96","11300","11750","10000","3487021","37105565250","298046028800","28658272"
"086820","바이오솔루션","KOSDAQ","기술성장기업부","19050","-300","-1.55","18900","19350","18850","16756","320925950","154465515300","8108426"
"038460","바이오스마트","KOSDAQ","우량기업부","5440","-20","-0.37","5640","5660","5400","1736825","9616619790","109277632000","20087800"
"281310","바이오시네틱스","KONEX","일반기업부","8090","90","1.13","8090","8090","8090","1","8090","21445700100","2650890"
"266470","바이오인프라생명과학","KONEX","일반기업부","2285","-60","-2.56","2350","2380","2270","6293","14501735","32234145395","14106847"
"086040","바이오톡스텍","KOSDAQ","벤처기업부","7360","20","0.27","7350","7380","7210","34013","248083850","107950025280","14667123"
"199290","바이오프로테크","KONEX","일반기업부","793","64","8.78","799","799","633","102","64892","4105031112","5176584"
"099430","바이오플러스","KOSDAQ","중견기업부","24250","600","2.54","23500","24700","23200","106550","2567282650","348315554000","14363528"
"032980","바이온","KOSDAQ","중견기업부","1005","-20","-1.95","1025","1060","997","544025","554131234","67235280885","66900777"
"222160","바이옵트로","KOSDAQ","기술성장기업부","10950","-50","-0.45","10750","11050","10400","540007","5789732150","89175332700","8143866"
"308080","바이젠셀","KOSDAQ","기술성장기업부","30050","650","2.21","29000","30750","28850","80567","2415224800","283738711000","9442220"
"043150","바텍","KOSDAQ","우량기업부","33900","-1950","-5.44","35150","35700","33500","103089","3536257250","503559278400","14854256"
"323990","박셀바이오","KOSDAQ","기술성장기업부","38200","50","0.13","38000","39400","37300","150032","5747555700","581518600000","15223000"
"003610","방림","KOSPI",,"2765","-10","-0.36","2790","2795","2725","85033","234067465","116998458850","42314090"
"267790","배럴","KOSDAQ","중견기업부","8050","40","0.50","8000","8070","7920","11914","95312720","63478275000","7885500"
"001340","백광산업","KOSPI",,"4785","-140","-2.84","4865","4925","4760","283908","1372744155","214934577495","44918407"
"046310","백금T&A","KOSDAQ","중견기업부","3850","-75","-1.91","3960","3960","3830","113255","439911080","63211767850","16418641"
"035150","백산","KOSPI",,"9690","-10","-0.10","9630","9740","9420","227198","2186895730","234498000000","24200000"
"066410","버킷스튜디오","KOSDAQ","중견기업부","4325","-20","-0.46","4230","4500","4190","4351010","18911737440","236266506550","54628094"
"002410","범양건영","KOSPI",,"5120","-180","-3.40","5230","5310","5020","491064","2535227740","127139747840","24831982"
"206400","베노홀딩스","KOSDAQ","중견기업부","4045","0","0.00","4050","4070","3950","53087","213995730","110565334260","27333828"
"019010","베뉴지","KOSDAQ","중견기업부","2160","-20","-0.92","2180","2200","2120","86724","185952750","104112000000","48200000"
"322190","베른","KONEX","일반기업부","1270","0","0.00","1200","1270","1130","182","211445","11335000190","8925197"
"177350","베셀","KOSDAQ","중견기업부","3430","-270","-7.30","3660","3750","3380","403258","1428462385","39892340600","11630420"
"299910","베스파","KOSDAQ","관리종목(소속부없음)","3610","30","0.84","3505","3745","3480","114545","411829190","29626966760","8206916"
"096300","베트남개발1","KOSPI",,"168","-1","-0.59","169","171","167","353323","59815317","23130275448","137680211"
"007210","벽산","KOSPI",,"3485","-20","-0.57","3450","3530","3435","301818","1054137835","238931600000","68560000"
"225530","보광산업","KOSDAQ","벤처기업부","6460","-120","-1.82","6440","6620","6440","90015","584966160","234748176420","36338727"
"250000","보라티알","KOSDAQ","중견기업부","12600","-200","-1.56","12800","12800","12450","26492","333468000","85059235800","6750733"
"002760","보락","KOSPI",,"1985","0","0.00","1990","2035","1965","396800","789010505","118901500000","59900000"
"003850","보령제약","KOSPI",,"12850","0","0.00","12700","14300","12700","1765828","23699729100","882666500000","68690000"
"006910","보성파워텍","KOSDAQ","중견기업부","3680","-105","-2.77","3705","3875","3675","1449502","5450114235","180797752320","49129824"
"000890","보해양조","KOSPI",,"853","2","0.24","851","863","849","390521","333729163","117726350587","138014479"
"226340","본느","KOSDAQ","중견기업부","2410","95","4.10","2290","2410","2260","524111","1259406640","73986026360","30699596"
"206950","볼빅","KONEX","일반기업부","3840","0","0.00","0","0","0","0","0","16063998720","4183333"
"003000","부광약품","KOSPI",,"11250","-150","-1.32","11200","11550","11150","245590","2781470500","799459301250","71063049"
"001270","부국증권","KOSPI",,"23950","-200","-0.83","24100","24150","23850","1888","45344150","248358769700","10369886"
"001275","부국증권우","KOSPI",,"21900","0","0.00","21900","21900","21600","1587","34343450","65700000000","3000000"
"026940","부국철강","KOSPI",,"3970","-55","-1.37","4055","4065","3955","70543","282355450","79400000000","20000000"
"014470","부방","KOSDAQ","중견기업부","2475","50","2.06","2400","2500","2390","202037","494712060","148629343500","60052260"
"011390","부산산업","KOSPI",,"90800","-2500","-2.68","93200","93300","90300","2821","257200700","95884800000","1056000"
"005030","부산주공","KOSPI",,"573","-13","-2.22","586","599","573","183189","106296302","37802875092","65973604"
"008470","부스타","KOSDAQ","우량기업부","5510","10","0.18","5610","5610","5460","15792","86978450","46310448000","8404800"
"338220","뷰노","KOSDAQ","기술성장기업부","14150","-300","-2.08","14400","15000","14100","67333","974155200","158602482400","11208656"
"100120","뷰웍스","KOSDAQ","우량기업부","42850","-1950","-4.35","44700","44700","42200","90377","3909766150","428579915250","10001865"
"337930","브랜드엑스코퍼레이션","KOSDAQ","우량기업부","8960","-110","-1.21","9060","9060","8840","75376","670802250","264968847360","29572416"
